Kickers Offenbach,Vfb Stuttgart,1946-04-21,1,6
Bayern Muenchen,Karlsruher SC,1946-04-21,5,1
Karlsruher FV,1 FC Schweinfurt 05,1946-04-21,1,1
Stuttgarter Kickers,FSV Frankfurt,1946-04-21,2,2
Waldhof Mannheim,1 FC Nuernberg,1946-04-28,2,1
Spvgg Greuther Fuerth,VFR Mannheim,1946-04-28,3,1
Vfb Stuttgart,Stuttgarter Kickers,1946-04-28,1,0
FSV Frankfurt,FC Augsburg,1946-04-28,1,0
Karlsruher SC,Karlsruher FV,1946-04-28,0,0
1 FC Schweinfurt 05,Kickers Offenbach,1946-04-28,0,1
TSV 1860 Muenchen,Bayern Muenchen,1946-04-28,2,2
FC Augsburg,TSV Schwaben Augsburg,1946-05-01,2,2
TSV 1860 Muenchen,1 FC Schweinfurt 05,1946-05-05,0,1
Eintracht Frankfurt,Spvgg Greuther Fuerth,1946-05-05,5,2
VFR Mannheim,FSV Frankfurt,1946-05-05,4,0
1 FC Nuernberg,TSV Schwaben Augsburg,1946-05-05,3,1
FC Augsburg,Waldhof Mannheim,1946-05-05,2,0
Kickers Offenbach,Bayern Muenchen,1946-05-05,4,3
Karlsruher FV,Stuttgarter Kickers,1946-05-05,3,5
Vfb Stuttgart,Karlsruher SC,1946-05-05,3,1
TSV Schwaben Augsburg,TSV 1860 Muenchen,1946-05-12,4,2
Karlsruher SC,VFR Mannheim,1946-05-12,3,2
1 FC Schweinfurt 05,1 FC Nuernberg,1946-05-12,0,1
Spvgg Greuther Fuerth,Kickers Offenbach,1946-05-12,3,1
Waldhof Mannheim,Eintracht Frankfurt,1946-05-12,2,3
Bayern Muenchen,Karlsruher FV,1946-05-12,6,0
Stuttgarter Kickers,FC Augsburg,1946-05-12,4,0
FSV Frankfurt,Vfb Stuttgart,1946-05-12,1,3
FC Augsburg,Spvgg Greuther Fuerth,1946-05-19,1,1
TSV 1860 Muenchen,Karlsruher SC,1946-05-19,3,2
VFR Mannheim,TSV Schwaben Augsburg,1946-05-19,0,3
1 FC Nuernberg,FSV Frankfurt,1946-05-19,3,1
